survey_id,dataset,variable,val_raw,value,notes,Questions,varcode,analysis
NGA2020BBS_TG,kp,hivtest_lastrslt,Negative,0,,When you took the HIV test what was your result,,
NGA2020BBS_TG,kp,hivtest_lastrslt,No_response,,,When you took the HIV test what was your result,,
NGA2020BBS_TG,kp,hivtest_lastrslt,Positive,1,,When you took the HIV test what was your result,,
NGA2020BBS_TG,kp,hivtest_lastrslt,Refuse_to_answer,,,When you took the HIV test what was your result,,
NGA2020BBS_TG,kp,hivtest_lastrslt,Unknown/indeterminate,,,When you took the HIV test what was your result,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,1,1,,What was the result of your most recent HIV test?,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,2,0,,What was the result of your most recent HIV test?,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,3,,,What was the result of your most recent HIV test?,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,4,,,What was the result of your most recent HIV test?,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,888,,,What was the result of your most recent HIV test?,,
ZMB2021BBS_MSM,kp,hivtest_lastrslt,999,,,What was the result of your most recent HIV test?,,
SEN2015BBS_FSW,kp,hivtest_lastrslt,1,1,,Si oui quel est ce résultat:,,
SEN2015BBS_FSW,kp,hivtest_lastrslt,2,0,,Si oui quel est ce résultat:,,
NAM2019BBS_MSM,kp,hivtest_mob,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_mob,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_mob,7,,,,,
NAM2019BBS_MSM,kp,hivtest_mob,8,,,,,
NAM2019BBS_MSM,kp,hivtest_mob,9,,,,,
NAM2019BBS_FSW,kp,hivtest_mob,0,0,,,,
NAM2019BBS_FSW,kp,hivtest_mob,1,1,,,,
NAM2019BBS_FSW,kp,hivtest_mob,7,,,,,
NAM2019BBS_FSW,kp,hivtest_mob,8,,,,,
NAM2019BBS_FSW,kp,hivtest_mob,9,,,,,
NAM2019BBS_MSM,kp,hivtest_ngo,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_ngo,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_ngo,7,,,,,
NAM2019BBS_MSM,kp,hivtest_ngo,8,,,,,
NAM2019BBS_MSM,kp,hivtest_ngo,9,,,,,
NAM2019BBS_FSW,kp,hivtest_ngo,0,0,,,,
NAM2019BBS_FSW,kp,hivtest_ngo,1,1,,,,
NAM2019BBS_FSW,kp,hivtest_ngo,7,,,,,
NAM2019BBS_FSW,kp,hivtest_ngo,8,,,,,
NAM2019BBS_FSW,kp,hivtest_ngo,9,,,,,
NAM2019BBS_MSM,kp,hivtest_other,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_other,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_other,7,,,,,
NAM2019BBS_MSM,kp,hivtest_other,8,,,,,
NAM2019BBS_MSM,kp,hivtest_other,9,,,,,
NAM2019BBS_FSW,kp,hivtest_other,0,0,,,,
NAM2019BBS_FSW,kp,hivtest_other,1,1,,,,
NAM2019BBS_FSW,kp,hivtest_other,7,,,,,
NAM2019BBS_FSW,kp,hivtest_other,8,,,,,
NAM2019BBS_FSW,kp,hivtest_other,9,,,,,
NAM2019BBS_MSM,kp,hivtest_priv,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_priv,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_priv,7,,,,,
NAM2019BBS_MSM,kp,hivtest_priv,8,,,,,
NAM2019BBS_MSM,kp,hivtest_priv,9,,,,,
NAM2019BBS_FSW,kp,hivtest_priv,0,0,,,,
NAM2019BBS_FSW,kp,hivtest_priv,1,1,,,,
NAM2019BBS_FSW,kp,hivtest_priv,7,,,,,
NAM2019BBS_FSW,kp,hivtest_priv,8,,,,,
NAM2019BBS_FSW,kp,hivtest_priv,9,,,,,
NAM2019BBS_MSM,kp,hivtest_sch,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_sch,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_sch,7,,,,,
NAM2019BBS_MSM,kp,hivtest_sch,8,,,,,
NAM2019BBS_MSM,kp,hivtest_sch,9,,,,,
NAM2019BBS_FSW,kp,hivtest_sch,0,0,,,,
NAM2019BBS_FSW,kp,hivtest_sch,1,1,,,,
NAM2019BBS_FSW,kp,hivtest_sch,7,,,,,
NAM2019BBS_FSW,kp,hivtest_sch,8,,,,,
NAM2019BBS_FSW,kp,hivtest_sch,9,,,,,
TGO2017BBS_CFSW,kp,hivtest_whenlast,1,_1,,,,
TGO2017BBS_CFSW,kp,hivtest_whenlast,2,1_2,,,,
TGO2017BBS_CFSW,kp,hivtest_whenlast,3,2_4,,,,
TGO2017BBS_CFSW,kp,hivtest_whenlast,4,4_,,,,
TGO2017BBS_CFSW,kp,hivtest_whenlast,5,,,,,
GHA2015BBS_NPP,kp,hivtest_whenlast,1,0,,,,
GHA2015BBS_NPP,kp,hivtest_whenlast,2,1,,,,
GHA2015BBS_NPP,kp,hivtest_whenlast,3,2,,,,
GHA2015BBS_NPP,kp,hivtest_whenlast,4,3,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,1,0,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,2,1,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,3,2,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,4,3,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,5,4,,,,
ZAF2014BBS_FSW,kp,hivtest_whenlast,6,4,,,,
MWI2013BBS_FSW,kp,hivtest_whenlast,1,0,,When was the last time you were tested?,,
MWI2013BBS_FSW,kp,hivtest_whenlast,2,1,,When was the last time you were tested?,,
MWI2013BBS_FSW,kp,hivtest_whenlast,3,2,,When was the last time you were tested?,,
MWI2013BBS_FSW,kp,hivtest_whenlast,8,,,When was the last time you were tested?,,
MWI2013BBS_FSW,kp,hivtest_whenlast,9,,,When was the last time you were tested?,,
NGA2020BBS_TG,kp,hivtest_whenlast,About_2_years_ago,2,,When did you have your most recent HIV test?,,
NGA2020BBS_TG,kp,hivtest_whenlast,Don't_know,,,When did you have your most recent HIV test?,,
NGA2020BBS_TG,kp,hivtest_whenlast,More_than_2_years_to_4_years,3,,When did you have your most recent HIV test?,,
NGA2020BBS_TG,kp,hivtest_whenlast,More_than_4_yeaers_ago,4,,When did you have your most recent HIV test?,,
NGA2020BBS_TG,kp,hivtest_whenlast,No_response,,,When did you have your most recent HIV test?,,
NGA2020BBS_TG,kp,hivtest_whenlast,Within_the_past_year,1,,When did you have your most recent HIV test?,,
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,1,1,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,2,2,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,3,3,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,4,4,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,5,4,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,6,4,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,7,4,,When was your most recent HIV test? Would you say....?,,bio
LSO2019BBS_MSM,kp,hivtest_whenlast_cat,8,4,,When was your most recent HIV test? Would you say....?,,bio
COG2017BBS_MSM,kp,hivtest_whenlast_cat,1,1,,À quand remonte votre dernier test ?,,
COG2017BBS_MSM,kp,hivtest_whenlast_cat,2,2,,À quand remonte votre dernier test ?,,
COG2017BBS_MSM,kp,hivtest_whenlast_cat,3,3,,À quand remonte votre dernier test ?,,
COG2017BBS_MSM,kp,hivtest_whenlast_cat,4,4,,À quand remonte votre dernier test ?,,
COG2017BBS_MSM,kp,hivtest_whenlast_cat,5,,,À quand remonte votre dernier test ?,,
COG2017BBS_MSM,kp,hivtest_whenlast_cat,6,,,À quand remonte votre dernier test ?,,
TGO2017BBS_FSW,kp,hivtest_whenlast_cat,1,1,,,,
TGO2017BBS_FSW,kp,hivtest_whenlast_cat,2,2,,,,
TGO2017BBS_FSW,kp,hivtest_whenlast_cat,3,3,,,,
TGO2017BBS_FSW,kp,hivtest_whenlast_cat,4,4,,,,
TGO2017BBS_FSW,kp,hivtest_whenlast_cat,5,,,,,
TGO2017BBS_MSM,kp,hivtest_whenlast_cat,1,1,,,,
TGO2017BBS_MSM,kp,hivtest_whenlast_cat,2,2,,,,
TGO2017BBS_MSM,kp,hivtest_whenlast_cat,3,3,,,,
TGO2017BBS_MSM,kp,hivtest_whenlast_cat,4,4,,,,
TGO2017BBS_MSM,kp,hivtest_whenlast_cat,5,,,,,
TGO2017BBS_PWID,kp,hivtest_whenlast_cat,1,1,,,,
TGO2017BBS_PWID,kp,hivtest_whenlast_cat,2,2,,,,
TGO2017BBS_PWID,kp,hivtest_whenlast_cat,3,3,,,,
TGO2017BBS_PWID,kp,hivtest_whenlast_cat,4,4,,,,
TGO2017BBS_PWID,kp,hivtest_whenlast_cat,5,,,,,
TGO2015BBS_MSM,kp,hivtest_whenlast_cat,1,1,,,,
TGO2015BBS_MSM,kp,hivtest_whenlast_cat,2,2,,,,
TGO2015BBS_MSM,kp,hivtest_whenlast_cat,3,3,,,,
TGO2015BBS_MSM,kp,hivtest_whenlast_cat,96,,,,,
TGO2015BBS_MSM,kp,hivtest_whenlast_cat,99,,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,1,1,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,2,2,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,3,3,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,4,4,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,5,,,,,
BEN2017BBS_MSM,kp,hivtest_whenlast_cat,6,,,,,
BEN2013BBS_MSM,kp,hivtest_whenlast_cat,1,1,,When was your last test,,
BEN2013BBS_MSM,kp,hivtest_whenlast_cat,2,2,,When was your last test,,
BEN2013BBS_MSM,kp,hivtest_whenlast_cat,3,3,,When was your last test,,
BEN2013BBS_MSM,kp,hivtest_whenlast_cat,4,4,,When was your last test,,
BEN2013BBS_MSM,kp,hivtest_whenlast_cat,5,,,When was your last test,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Entre 6 et 12 mois,3,,A quand remonte votre dernier test ?,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Moins de 6 mois,2,,A quand remonte votre dernier test ?,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Moins de trois mois,1,,A quand remonte votre dernier test ?,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Ne souhaite pas répondre,,,A quand remonte votre dernier test ?,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Ne s'en souvient pas,,,A quand remonte votre dernier test ?,,
GIN2022BBS_FSW,kp,hivtest_whenlast_cat,Plus d'un an,4,,A quand remonte votre dernier test ?,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat,1,2,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat,2,3,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat,3,1,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat,4,4,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat,5,,,,,
SEN2007ACA_MSM,kp,hivtest_whenlast_cat,1,1,,,,
SEN2007ACA_MSM,kp,hivtest_whenlast_cat,2,2,,,,
SEN2007ACA_MSM,kp,hivtest_whenlast_cat,3,3,,,,
SEN2007ACA_MSM,kp,hivtest_whenlast_cat,4,4,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,1,1,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,2,2,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,3,3,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,4,4,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,5,4,,,,
ZAF2012ACA_FSW,kp,hivtest_whenlast_cat,6,4,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,1,1,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,2,2,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,3,3,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,4,4,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,5,4,,,,
MOZ2012ACA_FSW,kp,hivtest_whenlast_cat,6,4,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,1,1,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,2,2,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,3,3,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,4,4,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,5,4,,,,
KEN2012ACA_FSW,kp,hivtest_whenlast_cat,6,4,,,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,1,1,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,2,2,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,3,3,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,4,4,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,5,4,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,6,4,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,7,4,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,88,,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,99,,,When was your most recent HIV test? Would you say,,
GHA2017BBS_MSM,kp,hivtest_whenlast_cat,888,,,When was your most recent HIV test? Would you say,,
BDI2021BBS_MSM,kp,hivtest_whenlast_cat,1,1,,"Q615  À quand remonte votre dernier test ?\"",,
BDI2021BBS_MSM""",kp,hivtest_whenlast_cat
ZAF2017ACA_PWID,kp,hivtest_whenlast_cat,1,0,,,,
ZAF2017ACA_PWID,kp,hivtest_whenlast_cat,2,1,,,,
ZAF2017ACA_PWID,kp,hivtest_whenlast_cat,3,2,,,,
ZAF2017ACA_PWID,kp,hivtest_whenlast_cat,4,3,,,,
ZAF2017ACA_PWID,kp,hivtest_whenlast_cat,5,4,,,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,1,1,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,2,2,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,3,3,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,4,4,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,5,4,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,6,0,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,96,,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
CIV2017ACA_FSW,kp,hivtest_whenlast_cat,98,,,A quand remonte votre dernier test de sérologie de VIH/sida?,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,0,0,,,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,1,0,,,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,2,1,,,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,3,2,,,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,4,3,,,,
ZAF2017ACA_FSW,kp,hivtest_whenlast_cat,5,4,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,0,0,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,1,0,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,2,1,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,3,2,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,4,3,,,,
ZAF2017ACA_MSM,kp,hivtest_whenlast_cat,5,4,,,,
CAF2019BBS_MSM,kp,hivtest_whenlast_cat,1,1,,À quand remonte votre dernier test ?,,
CAF2019BBS_MSM,kp,hivtest_whenlast_cat,2,2,,À quand remonte votre dernier test ?,,
CAF2019BBS_MSM,kp,hivtest_whenlast_cat,3,3,,À quand remonte votre dernier test ?,,
CAF2019BBS_MSM,kp,hivtest_whenlast_cat,4,4,,À quand remonte votre dernier test ?,,
CAF2019BBS_MSM,kp,hivtest_whenlast_cat,9,,,À quand remonte votre dernier test ?,,
SEN2017BBS_MSM,kp,hivtest_whenlast_cat,1,1,,À quand remonte votre dernier test ?,,
SEN2017BBS_MSM,kp,hivtest_whenlast_cat,2,2,,À quand remonte votre dernier test ?,,
SEN2017BBS_MSM,kp,hivtest_whenlast_cat,3,3,,À quand remonte votre dernier test ?,,
SEN2017BBS_MSM,kp,hivtest_whenlast_cat,4,4,,À quand remonte votre dernier test ?,,
SEN2017BBS_MSM,kp,hivtest_whenlast_cat,96,,,À quand remonte votre dernier test ?,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,1,2,Don't love this recoding --> no less than 3 months,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,2,3,,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,3,4,,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,4,4,,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,5,4,,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,6,,,,,
GHA2015BBS_FSW,kp,hivtest_whenlast_cat2,99,,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,1,2,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,2,3,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,3,4,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,4,4,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,5,4,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,6,4,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,7,4,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,9,,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,98,,,,,
MOZ2012BBS_FSW,kp,hivtest_whenlast_cat2,99,,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,1,0,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,2,1,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,3,2,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,4,3,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,5,4,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,6,4,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,8,,,,,
MOZ2011BBS_MSM,kp,hivtest_whenlast_cat2,9,,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,1,2,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,2,3,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,3,4,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,4,4,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,5,4,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,6,4,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,7,4,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,97,,,,,
MOZ2014BBS_PWID,kp,hivtest_whenlast_cat2,99,,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Menos_de_12_meses,0,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Entre_12_23_meses,1,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Ha_2_anos,2,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Ha_3_anos,3,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Ha_4_anos,4,,,,
MOZ2021BBS_MSM,kp,hivtest_whenlast_cat2,Ha_5_anos_ou_mais,4,,,,
MOZ2017PLACE_FSW,kp,hivtest_whenlast_cat2,1,2,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_FSW,kp,hivtest_whenlast_cat2,2,3,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_FSW,kp,hivtest_whenlast_cat2,3,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_FSW,kp,hivtest_whenlast_cat2,4,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_FSW,kp,hivtest_whenlast_cat2,5,0,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_MSM,kp,hivtest_whenlast_cat2,1,2,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_MSM,kp,hivtest_whenlast_cat2,2,3,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_MSM,kp,hivtest_whenlast_cat2,3,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_MSM,kp,hivtest_whenlast_cat2,4,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_MSM,kp,hivtest_whenlast_cat2,5,0,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_PWID,kp,hivtest_whenlast_cat2,1,2,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_PWID,kp,hivtest_whenlast_cat2,2,3,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_PWID,kp,hivtest_whenlast_cat2,3,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_PWID,kp,hivtest_whenlast_cat2,4,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_PWID,kp,hivtest_whenlast_cat2,5,0,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGM,kp,hivtest_whenlast_cat2,1,2,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGM,kp,hivtest_whenlast_cat2,2,3,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGM,kp,hivtest_whenlast_cat2,3,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGM,kp,hivtest_whenlast_cat2,4,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGM,kp,hivtest_whenlast_cat2,5,0,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGW,kp,hivtest_whenlast_cat2,1,2,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGW,kp,hivtest_whenlast_cat2,2,3,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGW,kp,hivtest_whenlast_cat2,3,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGW,kp,hivtest_whenlast_cat2,4,4,,"Before today, when is the last time you were tested for HIV?",,
MOZ2017PLACE_TGW,kp,hivtest_whenlast_cat2,5,0,,"Before today, when is the last time you were tested for HIV?",,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat2,1,2,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat2,2,3,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat2,3,4,,,,
GIN2022BBS_MSM,kp,hivtest_whenlast_cat2,88,,,,,
BEN2022BBS_MSM,kp,hivtest_whenlast_cat2,1,2,,,,
BEN2022BBS_MSM,kp,hivtest_whenlast_cat2,2,3,,,,
BEN2022BBS_MSM,kp,hivtest_whenlast_cat2,3,,,,,
BEN2022BBS_MSM,kp,hivtest_whenlast_cat2,4,4,,,,
BEN2022BBS_FSW,kp,hivtest_whenlast_cat2,1,2,,,,
BEN2022BBS_FSW,kp,hivtest_whenlast_cat2,2,3,,,,
BEN2022BBS_FSW,kp,hivtest_whenlast_cat2,3,4,,,,
BEN2022BBS_FSW,kp,hivtest_whenlast_cat2,4,4,,,,
BEN2022BBS_PWID,kp,hivtest_whenlast_cat2,1,2,,,,
BEN2022BBS_PWID,kp,hivtest_whenlast_cat2,2,3,,,,
BEN2022BBS_PWID,kp,hivtest_whenlast_cat2,3,4,,,,
BEN2022BBS_PWID,kp,hivtest_whenlast_cat2,4,,,,,
ZMB2021BBS_PWID,kp,hivtest_whenlast_cat2,1,2,,When did you last test for HIV?,,
ZMB2021BBS_PWID,kp,hivtest_whenlast_cat2,2,3,,When did you last test for HIV?,,
ZMB2021BBS_PWID,kp,hivtest_whenlast_cat2,3,4,,When did you last test for HIV?,,
ZMB2021BBS_PWID,kp,hivtest_whenlast_cat2,0,0,,When did you last test for HIV?,,
GIN2022BBS_PWID,kp,hivtest_whenlast_cat2,1,2,,Q811:Avez-vous déjà réalisé un test de dépistage du VIH ?,,
GIN2022BBS_PWID,kp,hivtest_whenlast_cat2,2,3,,Q811:Avez-vous déjà réalisé un test de dépistage du VIH ?,,
GIN2022BBS_PWID,kp,hivtest_whenlast_cat2,3,4,,Q811:Avez-vous déjà réalisé un test de dépistage du VIH ?,,
GIN2022BBS_PWID,kp,hivtest_whenlast_cat2,88,,,Q811:Avez-vous déjà réalisé un test de dépistage du VIH ?,,
SEN2019BBS_FSW,kp,hivtest_whenlast_cat2,1,2,,Depuis combien de temps avez-vous effectué votre dernier dépistage ?,,
SEN2019BBS_FSW,kp,hivtest_whenlast_cat2,2,3,,Depuis combien de temps avez-vous effectué votre dernier dépistage ?,,
SEN2019BBS_FSW,kp,hivtest_whenlast_cat2,3,4,,Depuis combien de temps avez-vous effectué votre dernier dépistage ?,,
ZMB2021BBS_MSM,kp,hivtest_whenlast_cat2,0,0,,When did you last test for HIV?,,
ZMB2021BBS_MSM,kp,hivtest_whenlast_cat2,1,2,,When did you last test for HIV?,,
ZMB2021BBS_MSM,kp,hivtest_whenlast_cat2,2,3,,When did you last test for HIV?,,
ZMB2021BBS_MSM,kp,hivtest_whenlast_cat2,3,4,,When did you last test for HIV?,,
SSD2016BBS_FSW,kp,hivtest_whenlastmnth,97,,,Month of last HIV test,,
SSD2017BBS_FSW,kp,hivtest_whenlastmnth,97,,,,,
SSD2019BBS_FSW,kp,hivtest_whenlastmnth,97,,,,,
SSD2019BBS2_FSW,kp,hivtest_whenlastmnth,97,,,,,
SSD2019BBS2_FSW,kp,hivtest_whenlastmnth,98,,,,,
MWI2019BBS_CFSW,kp,hivtest_whenlastmnth,99,,,,,
SSD2016BBS_FSW,kp,hivtest_whenlastyr,9997,,,Year of last HIV test,,
SSD2016BBS_FSW,kp,hivtest_whenlastyr,2815,2015,,,,
SSD2016BBS_FSW,kp,hivtest_whenlastyr,5015,2015,,,,
SSD2017BBS_FSW,kp,hivtest_whenlastyr,9997,,,,,
SSD2019BBS_FSW,kp,hivtest_whenlastyr,9997,,,,,
SSD2019BBS2_FSW,kp,hivtest_whenlastyr,9997,,,,,
NAM2019BBS_MSM,kp,hivtest_work,0,0,,,,
NAM2019BBS_MSM,kp,hivtest_work,1,1,,,,
NAM2019BBS_MSM,kp,hivtest_work,7,,,,,
NAM2019BBS_MSM,kp,hivtest_work,8,,,,,
NAM2019BBS_MSM,kp,hivtest_work,9,,,,,
