survey_id,dataset,variable,var_raw,var_label_raw,analysis,notes
BEN2017ACA_FSW,kp,drugs_often,M0quQ11,,,
BEN2018ACA_FSW,kp,duration_mnth,duree,,,
BEN1998ACA_FSW,kp,duration_mnth,DUREEPRO,,,
NGA2014BBS_FSW,kp,duration_mnth,q804_mnt,,,
NGA2014BBS_MSM,kp,duration_mnth,q804_mnt,,,
NGA2014BBS_PWID,kp,duration_mnth,q804_mnt,,,
CIV2017ACA_FSW,kp,duration_mnth,duration_mnth,,,
BEN1995ACA_FSW,kp,duration_yr,TPROSTIT,,,
BEN2002ACA_FSW,kp,duration_yr,actual_dur,,,
SWZ2020BBS_FSW,kp,duration_yr,swyr,,,
MWI2019BBS_FSW,kp,duration_yr,Q5_3,,,
MOZ2017PLACE_FSW,kp,duration_yr,C59C,,,
UGA2021BBS_FSW,kp,duration_yr,swdur,,,
CIV2020BBS_FSW,kp,duration_yr,Q96,,,
ZAF2019ACA_FSW,kp,duration_yr,Q4,,,
BEN2015BBS_FSW,kp,duration_yr,DIFF_AGEC,,,
SSD2016BBS_FSW,kp,duration_yr,duration_yr,,,
SSD2017BBS_FSW,kp,duration_yr,duration_yr,,,
SSD2019BBS_FSW,kp,duration_yr,duration_yr,,,
SSD2019BBS2_FSW,kp,duration_yr,duration_yr,,,
BFA2002BBS_FSW,kp,duration_yr,metier_ts_an,,,
GIN2002BBS_FSW,kp,duration_yr,metier_ts_an,,,
NER2002BBS_FSW,kp,duration_yr,metier_ts_an,,,
SEN2002BBS_FSW,kp,duration_yr,metier_ts_an,,,
TGO2002BBS_FSW,kp,duration_yr,metier_ts_an,,,
BFA2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
NER2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
GIN2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
TGO2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
SEN2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
MLI2005BBS_FSW,kp,duration_yr,metier_ts_an,,,
GHA2019BBS_FSW,kp,duration_yr,duration_yr,,,
MOZ2012BBS_FSW,kp,duration_yr,SXWKYRS,,,
UGA2012BBS_FSW,kp,duration_yr,SWDUR,,,
UGA2012BBS_MSM,kp,duration_yr,SWDUR,,,
MOZ2017PLACE_MSM,kp,duration_yr,C59C,,,
MOZ2017PLACE_PWID,kp,duration_yr,C59C,,,
MOZ2017PLACE_TGM,kp,duration_yr,C59C,,,
MOZ2017PLACE_TGW,kp,duration_yr,C59C,,,
BEN2005ACA_FSW,kp,duration_yr,actual_dur,,,
CIV2012ACA_MSM,kp,duration_yr,vendanne,,,
COD2019BBS2_FSW,kp,duration_yr,q301a,,,
ETH2020ACA_FSW,kp,duration_yr,N05_DurationofyourworkasCSW,,,
NGA2014BBS_FSW,kp,duration_yr,q804_yrs,,,
NGA2014BBS_MSM,kp,duration_yr,q804_yrs,,,
NGA2014BBS_PWID,kp,duration_yr,q804_yrs,,,
NGA2020BBS_FSW,kp,duration_yr,duration_yr,,,
RWA2015BBS_MSM,kp,duration_yr,YRSSELSX,,,
ZWE2019BBS_MSM,kp,duration_yr,SWDURAT,,,
BEN2022BBS_FSW,kp,duration_yr,Q07,,,
ZMB2023BBS_FSW,kp,duration_yr,SWDURAT,,,
TZA2022BBS_FSW,kp,duration_yr,duration_of_sex_work,,,
BDI2021BBS_FSW,kp,duration_yr,q03,,,
CIV2017ACA_FSW,kp,duration_yr,duration_yr,,,
CAF2019BBS_FSW,kp,duration_yr,QA318_p,,,
SEN2019BBS_FSW,kp,duration_yr,A409Depuiscombiendannéesexercezvouslaprostitution,,,
ZMB2021BBS_MSM,kp,duration_yr,swdurat,,,
SEN2015BBS_FSW,kp,duration_yr,A1QA318,,,
LSO2019BBS_MSM,kp,edu_refused,q1001c,,,
LSO2019BBS_FSW,kp,edu_refused,q1001c,,,
BEN2017BBS_PWID,kp,cdm_last_sex,Q019,,,
SLE2021BBS_TGW,kp,education,dem10,,,
CAF2019BBS_FSW,kp,education,Q103,,,
CAF2019BBS_MSM,kp,education,edu,,,
SEN2019BBS_FSW,kp,education,education,,,
SEN2017BBS_MSM,kp,education,sociodemomrq109,,,
NGA2020BBS_TG,kp,education,education,,,
SEN2015BBS_FSW,kp,education,N103,,,
BEN2017ACA_FSW,kp,education,M0quQ04,,,
BEN2013BBS_MSM,kp,education,Q107,,,
BEN2017BBS_MSM,kp,education,Q107,,,
LSO2019BBS_MSM,kp,emp_refused,q1001b,,,
LSO2019BBS_FSW,kp,emp_refused,q1001b,,,
BEN2018ACA_FSW,kp,end_visit,stop0,,,
ZWE2022ACA_PWID,kp,ethinicity,Q5,,,
BEN2022BBS_FSW,kp,even_smaller_area,A6,,,
AGO2018PLACE_FSW,kp,ever_art,,,,
LSO2019BBS_MSM,kp,ever_art,q9026,,,
SWZ2020BBS_FSW,kp,ever_art,everart,,,
NAM2019BBS_MSM,kp,ever_art,pos18,,,
NAM2019BBS_FSW,kp,ever_art,pos18,,,
AGO2018PLACE_MSM,kp,ever_art,,,,
AGO2018PLACE_TGW,kp,ever_art,,,,
AGO2018PLACE_PWID,kp,ever_art,,,,
UGA2021BBS_FSW,kp,ever_art,artevr,,,
UGA2021BBS_MSM,kp,ever_art,artevr,,,
ZWE2022ACA_PWID,kp,ever_art,Q387,,,
SSD2016BBS_FSW,kp,ever_art,cstrevr1,,,
SSD2017BBS_FSW,kp,ever_art,CSTREVR,,,
GHA2019BBS_FSW,kp,ever_art,hiv_treatment,,,
MOZ2012BBS_FSW,kp,ever_art,POS2,,,
MOZ2011BBS_MSM,kp,ever_art,POS2,,,
MOZ2014BBS_PWID,kp,ever_art,POS2,,,
ZAF2017BBS_MSM,kp,ever_art,pos18,,,
ZAF2014BBS_FSW,kp,ever_art,pos2,,,
MWI2019BBS_CFSW,kp,ever_art,Q99,,,
KEN2016ACA2_MSM,kp,ever_art,q815,,,
COD2022PSE_FSW,kp,ever_art,pravr,,,
COD2022PSE_TG,kp,ever_art,pravr,,,
UGA2012BBS_FSW,kp,ever_bought_man,BMEV,,,
UGA2012BBS_MSM,kp,ever_bought_man,BMEV,,,
UGA2012BBS_PWUD,kp,ever_bought_man,BMEV,,,
BEN2012BBS_FSW,kp,ever_pregnant,Q296,,,
SSD2016BBS_FSW,kp,ever_pregnant,ever_pregnant,,,
SSD2017BBS_FSW,kp,ever_pregnant,RHEVRPRG,,,
UGA2012BBS_FSW,kp,ever_pregnant,RHEVPRG,,,
ZMB2017BBS_FSW,kp,ever_pregnant,evpg,,,
BDI2021BBS_FSW,kp,ever_pregnant,q125,,,
UGA2012BBS_MSM,kp,ever_sex_man,SCMAEV,,,
UGA2012BBS_PWUD,kp,ever_sex_man,SCMAEV,,,
COD2019BBS_MSM,kp,ever_sex_man,s002,,,
NGA2014BBS_FSW,kp,ever_sex_man,q310_ana,,,
NGA2014BBS_MSM,kp,ever_sex_man,q310_ana,,,
NGA2014BBS_PWID,kp,ever_sex_man,q310_ana,,,
KEN2016ACA2_MSM,kp,ever_sex_woman,q401,,,
MLI2014BBS_MSM,kp,ever_sex_woman,d51,,,
UGA2012BBS_FSW,kp,female_clients_6mnths,SFPANR,,,
UGA2012BBS_MSM,kp,female_clients_6mnths,SFPANR,,,
UGA2012BBS_PWUD,kp,female_clients_6mnths,SFPANR,,,
SWZ2020BBS_MSM,kp,female_partners,numfempart,,,
BEN2013BBS_MSM,kp,female_partners,N306B,,,
BEN2022BBS_MSM,kp,female_partners_12mnth,Q205B,,,
NAM2019BBS_MSM,kp,female_partners_12mnth,fnum,,,
MOZ2014BBS_PWID,kp,female_partners_12mnth,FVSEX2,,,
ZAF2017BBS_MSM,kp,female_partners_12mnth,fnum,,,
MOZ2021BBS_MSM,kp,female_partners_12mnth,ident4_fsexnum1_other,,,
BDI2021BBS_MSM,kp,female_partners_6mnths,q526,,,
ZMB2021BBS_MSM,kp,female_partners_6mnths,rcfepa,,,
SEN2019BBS_FSW,kp,female_partners_ever,QQUG1YYQ601,,,
SEN2015BBS_FSW,kp,female_partners_ever,A1QA306,,,
AGO2018PLACE_FSW,kp,female_partners_lastmnth,c65,,,
AGO2018PLACE_MSM,kp,female_partners_lastmnth,c65,,,
AGO2018PLACE_TGW,kp,female_partners_lastmnth,c65,,,
AGO2018PLACE_PWID,kp,female_partners_lastmnth,c65,,,
CAF2019BBS_MSM,kp,female_partners_lastmnth,Q256A,,,Same name
CAF2019BBS_MSM,kp,female_partners_lastmnth,Q256B,,,Same name
SEN2017BBS_MSM,kp,female_partners_lastmnth,femmes_derniers_moismrq256,,,
SEN2017BBS_MSM,kp,female_partners_lastwk,femmes_derniers_moismrq256_1,,,
SEN2019BBS_FSW,kp,female_partners_mnth_yn,QQUQFGQ605,,,
BEN2022BBS_MSM,kp,female_partners_regular_currently,Q207B,,,
COG2017BBS_MSM,kp,female_partners_regular_currently,s03q09b,,,
BFA2002BBS_FSW,kp,fgm,EXCISEE,,,
GIN2002BBS_FSW,kp,fgm,EXCISEE,,,
NER2002BBS_FSW,kp,fgm,EXCISEE,,,
SEN2002BBS_FSW,kp,fgm,EXCISEE,,,
TGO2002BBS_FSW,kp,fgm,EXCISEE,,,
BFA2005BBS_FSW,kp,fgm,EXCISEE,,,
NER2005BBS_FSW,kp,fgm,EXCISEE,,,
GIN2005BBS_FSW,kp,fgm,EXCISEE,,,
TGO2005BBS_FSW,kp,fgm,EXCISEE,,,
SEN2005BBS_FSW,kp,fgm,EXCISEE,,,
MLI2005BBS_FSW,kp,fgm,EXCISEE,,,
GIN2017BBS_FSW,kp,fgm,Q1001,,,
GIN2017BBS_FSW,kp,fgm_age,Q1002,,,
BFA2002BBS_FSW,kp,fgm_age,AGEXCIS,,,
GIN2002BBS_FSW,kp,fgm_age,AGEXCIS,,,
NER2002BBS_FSW,kp,fgm_age,AGEXCIS,,,
SEN2002BBS_FSW,kp,fgm_age,AGEXCIS,,,
TGO2002BBS_FSW,kp,fgm_age,AGEXCIS,,,
BFA2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
NER2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
GIN2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
TGO2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
SEN2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
MLI2005BBS_FSW,kp,fgm_age,AGEXCIS,,,
LSO2019BBS_MSM,kp,food_refused,q1001e,,,
LSO2019BBS_FSW,kp,food_refused,q1001e,,,
AGO2018PLACE_FSW,kp,free_cdm,c85,,,
AGO2018PLACE_MSM,kp,free_cdm,c85,,,
AGO2018PLACE_TGW,kp,free_cdm,c85,,,
AGO2018PLACE_PWID,kp,free_cdm,c85,,,
AGO2018PLACE_FSW,kp,fsw_place,fsw,,,
AGO2018PLACE_MSM,kp,fsw_place,fsw,,,
AGO2018PLACE_TGW,kp,fsw_place,fsw,,,
AGO2018PLACE_PWID,kp,fsw_place,fsw,,,
MOZ2017PLACE_FSW,kp,fsw_place,fsw,,,
MOZ2017PLACE_MSM,kp,fsw_place,fsw,,,
MOZ2017PLACE_PWID,kp,fsw_place,fsw,,,
MOZ2017PLACE_TGM,kp,fsw_place,fsw,,,
MOZ2017PLACE_TGW,kp,fsw_place,fsw,,,
AGO2018PLACE_FSW,kp,gender,c22,,,
NAM2019BBS_MSM,kp,gender,gen,,,
NAM2019BBS_FSW,kp,gender,gen,,,
AGO2018PLACE_MSM,kp,gender,c22,,,
AGO2018PLACE_TGW,kp,gender,c22,,,
AGO2018PLACE_PWID,kp,gender,c22,,,
MOZ2017PLACE_FSW,kp,gender,C28,,,
UGA2021BBS_FSW,kp,gender,elgend,,,
SLE2021BBS_MSM,kp,gender,dem13x,,,
ZWE2022ACA_PWID,kp,gender,Q7,,,
ZAF2019BBS_TGW,kp,gender,Gender_Identifications_Scr,,,
KEN2016ACA2_MSM,kp,gender,q104,,,
UGA2012BBS_FSW,kp,gender,SCIDENT,,,
UGA2012BBS_MSM,kp,gender,SCIDENT,,,
UGA2012BBS_PWUD,kp,gender,SCIDENT,,,
ZAF2017ACA_PWID,kp,gender,Gender,,,
MOZ2017PLACE_MSM,kp,gender,C28,,,
MOZ2017PLACE_PWID,kp,gender,C28,,,
MOZ2017PLACE_TGM,kp,gender,C28,,,
MOZ2017PLACE_TGW,kp,gender,C28,,,
MWI2019BBS_MSM,kp,gender,Q1_17,,,
NGA2020BBS_PWID,kp,gender,gender,,,
RWA2015BBS_MSM,kp,gender,IDENT,,,
RWA2018BBS_MSM,kp,gender,q1_20,,,
ZWE2019BBS_MSM,kp,gender,DESEXNUM,,,
ZAF2013BBS_MSM,kp,gender,SexID,,,
ZAF2022ACA_PWID,kp,gender,gender,,,
MLI2014BBS_MSM,kp,gender,d38,,,
ZMB2017BBS_FSW,kp,gender,genid,,,
TZA2022BBS_FSW,kp,gender,sex_identity,,,
MWI2020BBS_TG,kp,gender,q1_10,,,
KEN2016ACA_MSM,kp,gender,IDGENDER,,,
MWI2016ACA_MSM,kp,gender,IDGENDER,,,
ZAF2016ACA_MSM,kp,gender,IDGENDER,,,
ZAF2017ACA_FSW,kp,gender,Gender,,,
ZAF2017ACA_MSM,kp,gender,Gender,,,
NGA2020BBS_TG,kp,gender,gender_identity,,,
ZMB2021BBS_MSM,kp,gender,desexnow,,,
MWI2020BBS_TG,kp,gender2,genderId,,,
LSO2019BBS_MSM,kp,giftedawoman,qb535,,,
LSO2019BBS_MSM,kp,giftgiver,qa519,,,
LSO2019BBS_MSM,kp,giftsfromwoman,qb533,,,
BEN2018ACA_FSW,kp,gon,gono,,,
BEN1998ACA_FSW,kp,gon,GONO,,,
BEN2008ACA_FSW,kp,gon,NG,,,
BEN2012BBS_FSW,kp,gon,gono_uni,,,
BEN2015BBS_FSW,kp,gon,gono_uni,,,
AGO2018PLACE_FSW,kp,gon_anal,xp_ng_a,,,
AGO2018PLACE_MSM,kp,gon_anal,xp_ng_a,,,
AGO2018PLACE_TGW,kp,gon_anal,xp_ng_a,,,
AGO2018PLACE_PWID,kp,gon_anal,xp_ng_a,,,
SWZ2020BBS_FSW,kp,gon_sr,gonopos,,,
AGO2018PLACE_FSW,kp,gon_urine,xp_ng_u,,,
AGO2018PLACE_MSM,kp,gon_urine,xp_ng_u,,,
AGO2018PLACE_TGW,kp,gon_urine,xp_ng_u,,,
AGO2018PLACE_PWID,kp,gon_urine,xp_ng_u,,,
AGO2018PLACE_FSW,kp,gon_vag,xp_ng_v,,,
AGO2018PLACE_MSM,kp,gon_vag,xp_ng_v,,,
AGO2018PLACE_TGW,kp,gon_vag,xp_ng_v,,,
AGO2018PLACE_PWID,kp,gon_vag,xp_ng_v,,,
ZMB2021BBS_MSM,kp,hc_avoid,STGHIDEM,,,
LSO2019BBS_MSM,kp,hc_discrim_hiv,q9031,,,
LSO2019BBS_MSM,kp,hc_refused,q1001a,,,
LSO2019BBS_FSW,kp,hc_refused,q1001a,,,
ZMB2021BBS_MSM,kp,hc_refused_msm,STUNFAIRT,,,
LSO2019BBS_MSM,kp,health_provider_discrim,q813a,,,
LSO2019BBS_FSW,kp,health_provider_discrim,q936,,,
CAF2019BBS_FSW,kp,healthc_stigma_fear,QA321D,,,
SEN2015BBS_FSW,kp,healthc_stigma_fear,stigmafear_healthcare,,,
ZMB2023BBS_FSW,kp,healthcare_lastyr,SZSMLT,,,
AGO2018PLACE_FSW,kp,hepb,c119,,,
SWZ2020BBS_FSW,kp,hepb,hbv,,,
SWZ2020BBS_MSM,kp,hepb,hbv,,,
AGO2018PLACE_MSM,kp,hepb,c119,,,
AGO2018PLACE_TGW,kp,hepb,c119,,,
AGO2018PLACE_PWID,kp,hepb,c119,,,
BDI2021BBS_PWID,kp,hepb,q732,,,
ZMB2021BBS_MSM,kp,hepb,hbvrslt,,,
SWZ2020BBS_FSW,kp,hepb_sr,hepbpos,,,
BDI2021BBS_PWID,kp,hepc,q733,,,
SEN2017BBS_MSM,kp,hepc,serologievhc,,,
ZMB2021BBS_MSM,kp,hepc,hcvrslt,,,
SWZ2020BBS_FSW,kp,hepc_sr,hepcpos,,,
SWZ2020BBS_FSW,kp,herpes_sr,herpespos,,,
BEN2018ACA_FSW,kp,hiv,groupe,,,
AGO2018PLACE_FSW,kp,hiv,c120,,,
KEN2021ACA_FSW,kp,hiv,HIVPos,,,
LSO2019BBS_FSW,kp,hiv,hivstat,,,
LSO2019BBS_MSM,kp,hiv,hivstat,,,
BEN1995ACA_FSW,kp,hiv,CONFVIH,,,
BEN1993ACA_FSW,kp,hiv,VIH,,,
BEN1998ACA_FSW,kp,hiv,CONFVIH,,,
BEN2002ACA_FSW,kp,hiv,confvih,,,
BEN2005ACA_FSW,kp,hiv,confvih,,,
SWZ2020BBS_FSW,kp,hiv,HIV,,,
SWZ2020BBS_MSM,kp,hiv,HIV,,,
NAM2019BBS_MSM,kp,hiv,finalhivres,,,
NAM2019BBS_FSW,kp,hiv,finalhivres,,,
AGO2018PLACE_MSM,kp,hiv,c120,,,
AGO2018PLACE_TGW,kp,hiv,c120,,,
AGO2018PLACE_PWID,kp,hiv,c120,,,
LSO2019BBS_TGW,kp,hiv,hivstat,,,
UGA2021BBS_FSW,kp,hiv,bmhiv,,,
UGA2021BBS_MSM,kp,hiv,bmhiv,,,
CIV2020BBS_MSM,kp,hiv,S1008,,,
CIV2020BBS_FSW,kp,hiv,Q416,,,
CIV2020BBS_PWID,kp,hiv,VIH,,,
ZAF2013BBS_MSM,kp,hiv,HIVconfirmatorytest,,,
SLE2021BBS_FSW,kp,hiv,newhivstatus,,,
SLE2021BBS_MSM,kp,hiv,newhivstatus,,,
SLE2021BBS_PWID,kp,hiv,newhivstatus,,,
SWZ2020BBS_TGW,kp,hiv,HIV,,,
ZAF2019ACA_FSW,kp,hiv,Q11,,,
CAF2018ACA_MSM,kp,hiv,Q3,,,
SLE2021BBS_TGW,kp,hiv,hivstatus,,,
BEN2008ACA_FSW,kp,hiv,vih,,,
BEN2015BBS_FSW,kp,hiv,vih_uni,,,
SSD2016BBS_FSW,kp,hiv,hiv,,,
SSD2017BBS_FSW,kp,hiv,HIV,,,
SSD2019BBS_FSW,kp,hiv,HIV_RESULT,,,
SSD2019BBS2_FSW,kp,hiv,HIV_RESULT,,,
BFA2002BBS_FSW,kp,hiv,vih_uni,,,
GIN2002BBS_FSW,kp,hiv,vih_uni,,,
NER2002BBS_FSW,kp,hiv,vih_uni,,,
SEN2002BBS_FSW,kp,hiv,vih_uni,,,
TGO2002BBS_FSW,kp,hiv,vih_uni,,,
BFA2005BBS_FSW,kp,hiv,vih_uni,,,
NER2005BBS_FSW,kp,hiv,vih_uni,,,
GIN2005BBS_FSW,kp,hiv,vih_uni,,,
TGO2005BBS_FSW,kp,hiv,vih_uni,,,
SEN2005BBS_FSW,kp,hiv,vih_uni,,,
MLI2005BBS_FSW,kp,hiv,vih_uni,,,
GHA2011BBS_FSW,kp,hiv,FinalHIVtest,,,
GHA2019BBS_FSW,kp,hiv,Final_hiv_results,,,
GHA2015BBS_FSW,kp,hiv,HIV,,,
MOZ2012BBS_FSW,kp,hiv,HIVRAPIDC,,,
MOZ2011BBS_MSM,kp,hiv,HIVRAPIDC,,,
MOZ2014BBS_PWID,kp,hiv,HIVFINALC,,,
ZAF2014BBS_FSW,kp,hiv,HIV_FINAL,,,
ZAF2019BBS_TGW,kp,hiv,newHIV,,,
MWI2019BBS_CFSW,kp,hiv,Q110,,,
ZAF2018BBS_FSW,kp,hiv,hiv_nicd,,,
BEN2013BBS_MSM,kp,hiv,STATVIH,,,
UGA2012BBS_FSW,kp,hiv,HIV,,,
UGA2012BBS_MSM,kp,hiv,HIV,,,
UGA2012BBS_PWUD,kp,hiv,HIV,,,
ZAF2017ACA_PWID,kp,hiv,HIVstatus,,,
CIV1999ACA_CFSW,kp,hiv,salival,,,
MWI2013BBS_FSW,kp,hiv,HIV_RESULT,,,
MOZ2017PLACE_FSW,kp,hiv,hiv,,,
MOZ2017PLACE_MSM,kp,hiv,hiv,,,
MOZ2017PLACE_PWID,kp,hiv,hiv,,,
MOZ2017PLACE_TGM,kp,hiv,hiv,,,
MOZ2017PLACE_TGW,kp,hiv,hiv,,,
BEN2012BBS_FSW,kp,hiv,VIH,,,
BFA2022BBS_MSM,kp,hiv,q1,,,
BFA2022BBS_PWID,kp,hiv,hiv,,,
BFA2022BBS_FSW,kp,hiv,hiv,,,
COD2019BBS1_FSW,kp,hiv,serologie_VIH,,,
COD2019BBS2_FSW,kp,hiv,resultat_final2,,,
MWI2019BBS_MSM,kp,hiv,Q10_15C_RAPID_TEST_RESULT,,,
COD2019BBS_MSM,kp,hiv,resultat_final_VIH2,,,
COD2019BBS_PWID,kp,hiv,resultat_final_VIH2,,,
GHA2011BBS_MSM,kp,hiv,final_hiv_result2,,,
GIN2022BBS_FSW,kp,hiv,rs_HIV_CQ_f,,,
GIN2022BBS_MSM,kp,hiv,rs_HIV_cq,,,
NGA2014BBS_FSW,kp,hiv,intr_rslt,,,
NGA2014BBS_MSM,kp,hiv,intr_rslt,,,
NGA2014BBS_PWID,kp,hiv,intr_rslt,,,
NGA2020BBS_PWID,kp,hiv,HIV_result,,,
NGA2020BBS_MSM,kp,hiv,HIV_result,,,
NGA2020BBS_FSW,kp,hiv,HIV_result,,,
SEN2007ACA_MSM,kp,hiv,hiv,,,
ZAF1998ACA_FSW,kp,hiv,HIV,,,
ZWE2019BBS_MSM,kp,hiv,hivresultc,,,
COG2017BBS_FSW,kp,hiv,TestVIHFw,,,
COG2017BBS_PWID,kp,hiv,testVIH,,,
COG2017BBS_MSM,kp,hiv,testVIH,,,
MOZ2021BBS_FSW,kp,hiv,hivtest,,,
BEN2022BBS_MSM,kp,hiv,Q1006,,,
BEN2022BBS_FSW,kp,hiv,Q103_A,,,
BEN2022BBS_PWID,kp,hiv,hiv,,,
ZAF2012ACA_FSW,kp,hiv,hivtest,,,
MOZ2012ACA_FSW,kp,hiv,hivtest,,,
KEN2012ACA_FSW,kp,hiv,hivtest,,,
ZAF2017BBS_PWID,kp,hiv,HIV_Final,,,
GHA2017BBS_MSM,kp,hiv,hiv,,,
ZMB2023BBS_FSW,kp,hiv,hivresult,,,
ZMB2021BBS_PWID,kp,hiv,hivfinal,,,
ZMB2017BBS_FSW,kp,hiv,HIV_FINAL,,,
TZA2022BBS_FSW,kp,hiv,hiv_new1,,,
TZA2022BBS_PWID,kp,hiv,hiv_results,,,
MWI2020BBS_TG,kp,hiv,q3_23b,,,
MLI2014BBS_MSM,kp,hiv,hivresult,,,
BDI2021BBS_FSW,kp,hiv,real_hiv,,,
BDI2021BBS_MSM,kp,hiv,hivresult,,,
BDI2021BBS_PWID,kp,hiv,hivresult,,,
KEN2016ACA_MSM,kp,hiv,HIVSTATUS,,,
MWI2016ACA_MSM,kp,hiv,HIVSTATUS,,,
ZAF2016ACA_MSM,kp,hiv,HIVSTATUS,,,
GHA2002BBS_FSW,kp,hiv,vih,,,
GIN2022BBS_PWID,kp,hiv,rs_HIV_cq,,,
RWA2015BBS_FSW,kp,hiv,hivrtresult,,,
CIV2017ACA_FSW,kp,hiv,DEP_VIH_VIK,,,
ZAF2017ACA_FSW,kp,hiv,HIVstatus,,,
ZAF2017ACA_MSM,kp,hiv,HIVstatus,,,
SEN2015BBS_FSW,kp,hiv,sero_vih,,,
CAF2019BBS_FSW,kp,hiv,HIV,,,
CAF2019BBS_MSM,kp,hiv,HIV2,,,
SEN2019BBS_FSW,kp,hiv,RVIH,,,
SEN2017BBS_MSM,kp,hiv,serologievih,,,
NGA2020BBS_TG,kp,hiv,HIV_result,,,
ZMB2021BBS_MSM,kp,hiv,hivstatus,,,
SEN2015BBS_FSW,kp,hiv_activities,NB405A,,,
CIV2017ACA_FSW,kp,hiv_perceivedrisk,hiv_perceivedrisk,,,
SEN2019BBS_FSW,kp,hiv_perceivedrisk,QQUo1QB531,,,
NGA2020BBS_TG,kp,hiv_perceivedrisk,q925,,,
ZWE2019BBS_MSM,kp,hiv_recent,HIVRECENT,,,
CIV2017ACA_MSM,kp,hiv_recent,recent,,,
ZMB2021BBS_MSM,kp,hiv_recent,ritarecent,,,
ZMB2023BBS_FSW,kp,hiv_test_date,HIVDATE,,,
NAM2019BBS_MSM,kp,hiv_whendiag,vct6a,,,
SSD2017BBS_FSW,kp,hiv_whendiag_mnth,CSCFPM,,,
SSD2016BBS_FSW,kp,hiv_whendiag_mnth,cscfpm1,,,
SSD2019BBS_FSW,kp,hiv_whendiag_mnth,CSCFPM,,,
SSD2019BBS2_FSW,kp,hiv_whendiag_mnth,CSCFPM,,,
UGA2021BBS_FSW,kp,hiv_whendiag_yr,tsfpyr,,,
UGA2021BBS_MSM,kp,hiv_whendiag_yr,tsfpyr,,,
SSD2016BBS_FSW,kp,hiv_whendiag_yr,cscfpy1,,,
SSD2017BBS_FSW,kp,hiv_whendiag_yr,CSCFPY,,,
SSD2019BBS_FSW,kp,hiv_whendiag_yr,CSCFPY,,,
SSD2019BBS2_FSW,kp,hiv_whendiag_yr,CSCFPY,,,
COG2017BBS_PWID,kp,hivtest_12mnths,S6Q02A,,,
COD2022PSE_FSW,kp,hivtest_12mnths,testdep,,,
COD2022PSE_PWID,kp,hivtest_12mnths,testdep,,,
COD2022PSE_TG,kp,hivtest_12mnths,testdep,,,
COD2022BBS_FSW,kp,hivtest_12mnths,testdep2,,,
COD2022BBS_MSM,kp,hivtest_12mnths,testdep2,,,
COD2022BBS_PWID,kp,hivtest_12mnths,testdep2,,,
COD2022BBS_TG,kp,hivtest_12mnths,testdep2,,,
BDI2021BBS_FSW,kp,hivtest_12mnths,q0174,,,
RWA2015BBS_FSW,kp,hivtest_12mnths,q816,,,
SEN2015BBS_FSW,kp,hivtest_12mnths,NB426,,,
CAF2019BBS_FSW,kp,hivtest_12mnths,QB428,,,
SEN2019BBS_FSW,kp,hivtest_12mnths,QQUMQB537,,,
BEN2017BBS_MSM,kp,hivtest_consent,Q514,,,
NAM2019BBS_MSM,kp,hivtest_ever,vct1,,,
NAM2019BBS_FSW,kp,hivtest_ever,vct1,,,
UGA2021BBS_FSW,kp,hivtest_ever,tsever,,,
UGA2021BBS_MSM,kp,hivtest_ever,tsever,,,
BEN2008ACA_FSW,kp,hivtest_ever,Q285,,,
BEN2012BBS_FSW,kp,hivtest_ever,Q285,,,
ZWE2022ACA_PWID,kp,hivtest_ever,Q373,,,
SSD2016BBS_FSW,kp,hivtest_ever,csctev,,,
SSD2019BBS_FSW,kp,hivtest_ever,CSCTEV,,,
SSD2019BBS2_FSW,kp,hivtest_ever,CSCTEV,,,
TGO2017BBS_FSW,kp,hivtest_ever,dejtes,,,
TGO2017BBS_MSM,kp,hivtest_ever,dejtes,,,
TGO2017BBS_PWID,kp,hivtest_ever,dejtes,,,
TGO2017BBS_CFSW,kp,hivtest_ever,tesdep,,,
TGO2015BBS_MSM,kp,hivtest_ever,Q702,,,
GHA2011BBS_FSW,kp,hivtest_ever,HIVTEST809,,,
GHA2015BBS_FSW,kp,hivtest_ever,Q809,,,
GHA2015BBS_NPP,kp,hivtest_ever,q911,,,
MOZ2012BBS_FSW,kp,hivtest_ever,VCT1,,,
MOZ2011BBS_MSM,kp,hivtest_ever,VCT1,,,
MOZ2014BBS_PWID,kp,hivtest_ever,VCT1,,,
ZAF2017BBS_MSM,kp,hivtest_ever,vct1,,,
ZAF2014BBS_FSW,kp,hivtest_ever,vct1,,,
MWI2019BBS_CFSW,kp,hivtest_ever,Q95,,,
BEN2017BBS_MSM,kp,hivtest_ever,,,,
MOZ2021BBS_MSM,kp,hivtest_ever,ident11_vct1,,,
BEN2013BBS_MSM,kp,hivtest_ever,Q506,,,
